ID_REF,GSM398074,GSM398075,GSM398076,GSM398077,GSM398078,GSM398079,GSM398080,GSM398081,GSM398082,GSM398083,GSM398084,GSM398085,GSM398086,GSM398087,GSM398088,GSM398089,GSM398090,GSM398091,GSM398092,GSM398093,GSM398094,GSM398095,GSM398096,GSM398097,GSM398098,GSM398099,GSM398100,GSM398101,GSM398102,GSM398103,GSM398104,GSM398105,GSM398106,GSM398107,GSM398108,GSM398109,GSM398110,GSM398111,GSM398112,GSM398113,GSM398114,GSM398115,GSM398116,GSM398117,GSM398118,GSM398119,GSM398120,GSM398121,GSM398122,GSM398123,GSM398124,GSM398125,GSM398126,GSM398127,GSM398128,GSM398129,GSM398130,GSM398131,GSM398132,GSM398133,GSM398134,GSM398135,GSM398136,GSM398137,GSM398138,GSM398139,GSM398140,GSM398141,GSM398142,GSM398143,GSM398144,GSM398145,GSM398146,GSM398147,GSM398148,GSM398149,GSM398150,GSM398151,GSM398152,GSM398153,GSM398154,GSM398155,GSM398156,GSM398157,GSM398158,GSM398159
209602_s_at,5.908020264328042,9.594643715915693,5.708849377105179,10.462256860648234,6.780900601148988,10.649202277567465,5.006235179561583,9.045197214619762,7.236597850918954,9.304828147978684,5.60827700289707,9.81814434976587,9.718664724665132,6.628726943031326,5.4024015726408035,9.768860843050492,5.146162347456631,9.455499840152916,5.50203457187869,10.731013486781167,5.2320697446962985,10.022131968601268,10.02937005875535,10.52371876221345,9.493122910473964,10.840447497581268,7.652551027547257,5.920662502851948,5.605686925288952,10.53910063674802,8.448074996441804,10.76750583387291,5.575826622727548,10.399993486141003,6.563078792199616,8.869677117729099,5.5024960973022345,9.723043123666828,7.360074514386795,9.340624575586228,7.017509968662746,9.542081959019852,11.13804136020105,11.363543444871697,5.469915272582079,4.842400632560525,6.003136703546257,6.733883051115421,7.424099087483984,8.45330767848614,4.393100387586875,8.639908629762044,5.468733182691176,8.997168187781554,6.397015698098326,10.902993064638611,5.39719030235294,11.560437927374323,4.645505689567414,6.93060725263725,6.508343077133388,10.188625932506772,6.308754029712454,10.941942592131523,6.611498484351357,11.809036549109264,6.388890389913549,10.75846475429924,8.73968273942163,10.593829934153405,5.752951924301494,7.3339066980908765,5.29021057896381,7.364519906034782,10.12287974975524,6.032625444322247,5.685015047394151,11.134079723732102,5.692602948885535,10.3415410611477,6.112022407276385,10.094909008667482,4.760157061876837,9.93880183008534,7.40735275114004,9.519357121351684
213071_at,8.053127631868747,6.697120478564184,6.687088690689267,5.984648588045619,9.619073646817748,6.049099242301804,10.105096600548976,9.533514681353058,7.761385013763394,7.191631736073795,11.26367999889014,6.78769364724671,6.663415784493286,6.765322569725947,9.371186379670156,6.55158215245197,9.94771290571586,6.42271067974663,9.901874531565287,6.405813713026738,6.970911158577129,6.351479925134684,9.620102498649638,5.782914363139975,6.771040414436778,6.283127256635395,7.071043973965051,6.366208542885785,11.656357821987736,5.740671262256917,11.827612638425927,7.140021942107347,10.64248497805714,7.171156777460257,11.583341376093951,6.29236765104867,12.072484356403768,7.2011535362673635,10.89488595631478,8.853297077987202,11.035651399846875,10.193500719897266,10.380569290214927,6.589207690715254,11.64600510585364,9.267992186044935,11.552755541364968,8.978126971875335,9.570827201963688,6.626345679740562,9.750214560534042,6.273251048052506,12.357466781929,6.818211470666553,11.710169303576588,6.549607568427504,11.89511703086984,9.684913390275584,8.763929385680244,6.572131751386659,11.03300995719406,8.956350018602478,11.587130548947677,9.773437607631749,10.931948929008138,7.661436085077708,11.42906668991946,6.39191031924456,12.185730295355665,8.13795941711802,12.239547813271493,6.540149741823094,12.479904019325042,11.688272167983351,11.954581656283828,7.1668359322825195,10.31622495436074,6.394263747610098,12.163023785445311,10.110652951904688,7.026224636766202,6.609638258455527,10.506615032327138,6.948145261426398,8.542776521869731,7.53536870158332
204719_at,8.297218934647276,10.11643493913717,9.946833187749986,4.757498019926028,10.419918054750005,5.94449538433062,10.736748610040724,9.746824996163092,10.222022039132003,10.13745229077204,11.029577117419066,8.178007459681123,7.403480770029469,5.284414189393257,10.09525195475474,4.1861360345982295,10.2796918246642,8.829827366316728,10.273923781285822,4.568925909506296,10.64079623687332,7.620249155731138,9.984375732747711,5.517014220415166,7.306298700423631,5.5844604757350185,9.015902837803765,6.083626115746525,10.727256798326366,7.646717100915038,11.82031460767364,5.612927456803126,11.904190531377342,7.622198278523645,12.485877095926105,10.289488685859675,11.382775312504425,8.745751624169861,10.369750004343564,10.162630499208218,11.055485808624788,10.036544543589196,11.674412981837063,8.412916983302134,11.853079485688406,11.422953032976997,10.94606555370746,9.389992639922289,10.689578725509325,5.7875447788854055,10.744926314986897,9.079882070267873,11.467982476238948,5.920872072633049,11.750208697310953,8.824911021049997,10.540496174359612,10.461162224141429,11.815683492459163,6.461757727574255,11.476123432735209,10.825936642159578,11.361406500019234,8.607744566691983,11.384686631975145,8.990801736052184,11.588194609566951,5.988377939470281,11.572662335115352,10.463892152320264,11.673803730018257,9.26178230591568,12.21290062362597,11.283649806435887,11.01737216540254,6.231783746084243,11.63483827057607,9.245203279806107,11.780998994672702,10.75541338887152,10.348230205754655,7.757423346821803,11.394848504990664,6.911859327357197,10.556017409862957,10.059628374740642
201005_at,6.155783632256182,10.343496655464364,5.0175611891453045,10.399801280566392,5.173743086569295,10.913861779972562,6.00511025183215,9.279831088783835,6.697009242114279,6.587807513574054,8.346766348889116,9.124485817750656,9.74958789845832,11.75143945153796,5.037417366399396,11.460896112225871,6.920329033628467,7.514927040554663,6.000117214210309,11.056509018266182,4.647895845714833,10.049617155275106,6.564675396538691,4.93571903243645,9.877902189421237,10.28757387417716,10.189997474292593,9.51252517807692,8.485861502374298,10.955170382362684,7.641415972590819,9.159124574081682,8.523001234630312,11.051440079944603,10.263280939096596,4.658382881881659,9.425259970402156,9.49497355473006,8.922307878246686,10.106850796450225,6.151390043239275,9.94529019434379,10.788775419550172,10.511535244983431,10.4992678962322,10.2835977220155,7.709297529318513,8.603040246987895,8.527179835014339,7.456239405652634,7.089667630432941,11.041323761341276,10.001126665454285,12.28312598302187,6.759781682771232,12.461870763610465,10.31076045154688,11.818358486490274,6.894393378824551,7.66410590411462,7.145494050100884,11.65646508655648,6.484366958781514,11.958567214805797,7.67818461126018,11.900051666316465,6.974873425792821,10.72940831698402,8.593637620496606,11.43058845131914,9.206743331700595,11.89045429283184,9.542658527805951,11.556300077529258,10.501379429724318,12.072534599722957,10.030680928676622,11.843198738052129,7.645982597119857,9.834488431747475,5.375317514431997,7.8204342840760415,9.776745555100591,11.85908435917361,7.671449070961987,11.630553815112377
208383_s_at,7.361759588143457,5.598490268412792,8.896589734743605,7.461389403934704,10.628472880908577,7.179212448378508,9.867136625704187,9.126988338393108,10.914228146434,9.333103904453916,10.062248559680118,7.005905201862965,3.9023727024546826,5.834420483663987,9.585738116478428,6.037434938276512,9.346422869326304,5.52781164121939,9.027311660690028,6.76572037532619,10.865632758049657,5.876504668257084,8.81792059087419,5.751592259695935,5.829806440677655,5.897160542597566,8.00963269979268,5.898544555133649,10.117266471168016,5.5903654828463605,11.293270462195588,6.002747519523349,11.581304165970286,7.730551652670518,11.483659611178762,10.379887336341886,11.722504448010575,6.814294058282832,10.492233757297129,8.855594222118532,10.442394089258457,9.868135761067062,10.937506238952912,8.278584196392824,10.291320372607352,10.12555553730601,9.043781937050827,4.914267917765731,8.571691976996345,5.206299386534719,11.192964682613866,6.184034269338168,11.111813812294509,6.467452306539022,11.682156278271922,6.712348157073555,9.56812333470971,8.756899859859905,10.984325884086068,6.951517858962451,10.816655700753484,6.91537748457401,11.095812364222851,6.816702094316857,10.584896751402075,9.87552360073978,12.059668929310886,7.338192623604436,11.19819945543749,10.018923431842335,10.84162724314609,7.395602680591621,11.634202993951254,11.040399323323186,10.390222706877,7.048421481233696,11.60874919072281,6.945806659280534,11.109504215757006,9.836353383896254,10.605146122536492,10.116343961237469,11.528659218701664,7.110237945969511,11.253108815655365,10.151803018345962
202345_s_at,5.410724388297899,8.705729139712618,7.853864691216344,4.503450509005569,9.584782152569051,4.834979143115186,8.858764315086454,9.489404449153422,10.528024266222822,8.356090976187504,10.25696345820926,5.334031884686876,8.132545997948016,10.805066694346438,8.618697501797978,5.560412323563882,9.1761556920178,7.95289264215304,9.998322455633796,5.852970131218056,10.35386358302841,8.499666535391668,8.453879689072387,4.43013805168668,4.345836327451059,4.254503342673237,6.521250224709117,7.9738924864025105,10.156196868955709,5.43435800973504,11.232031119000707,5.824541300672426,11.669589322476227,8.6928177263423,10.70697079467165,9.099673925201214,12.227886648944482,8.630143330109586,10.609557372809109,9.08759808757085,10.615004241635033,9.3489073736177,11.805082821321973,9.632062776805986,10.419486222071036,10.8690694119499,10.089132642702118,8.519270618942675,9.150587600090075,8.354460976395416,10.957921851545905,7.664596613089862,11.533850449285229,10.521924273691678,11.136343932310462,8.146604313113723,9.441593447025385,10.266001744746951,10.938697461180864,11.377676890242398,10.555959911355878,9.729855226164087,11.155482355144429,9.30841867198911,11.092030325751864,9.480562017145706,11.44890611187537,7.80665272548495,10.86493670806521,10.13542713148483,11.016125770505155,9.691419007129731,11.464806085821309,11.077723674748771,11.87540380031814,6.448289790158527,11.981738511508686,5.620958765384137,10.604219619402238,10.533962354565867,9.742580600209571,6.146799793900871,11.750832578120988,5.5345659095476005,8.6147981696792,6.668062378170764
214677_x_at,10.746430343430074,12.192218828212596,6.8027748315600185,9.27325244699176,6.836277632653617,9.245852147295253,6.945092630539956,8.225221899979186,11.423546657902286,10.492253789302918,6.517349716056088,10.018714838368457,11.017803626645506,10.552111890640695,7.303077491242039,12.76554303387962,6.269149126093741,9.16587175188459,7.170295646302566,6.521058591273316,7.018111137991671,10.733278068300644,8.423195765783387,9.94286780506889,10.24395939565487,10.424155788815982,11.279302974499668,6.997845620724713,9.074326137310363,10.68096601367445,8.068015086599297,11.287862412032148,7.5805450049624765,9.713652860488184,9.65495997205974,6.64662782826124,6.200814271716517,10.596888567027964,10.356804072494077,12.182602300051892,6.807857201635383,11.16040720349845,10.70574468859245,13.100984215923743,6.178401930421577,11.646068128440026,9.870549668630629,11.514018671263583,12.02965303148383,12.419035819815935,8.085748622870558,11.491156627513144,7.664838350344277,7.641885565786854,6.744093804120462,12.144999122100993,7.0651091169718505,10.783669454518696,7.65217813250869,11.641062773926237,10.46464784828104,11.681001164706991,7.7456810459202705,12.16773487671175,6.714108111595169,11.404609397837712,9.719758432107598,11.61275333504465,10.17113925956478,11.945345068377184,10.57501917783056,12.257087249912964,8.097958366732094,11.865296375821115,12.542889187522082,13.345821028950624,10.36273287432728,11.874820014906788,7.495631211958446,10.3807965365568,6.987195784486886,11.006634643394229,5.5255677889013475,13.156544513170523,11.597140056106898,12.394671688040187
211745_x_at,7.823379979019051,7.55399783958366,12.565642392638264,7.41861162831614,7.754793991121076,7.396878738796846,9.813494226665371,6.666827588909541,11.17819798458498,8.919745276951316,11.712303442767666,7.789624931259965,7.697189996990277,7.789370619370899,11.63175456390344,7.722875822809563,10.162819289982115,8.057016965365538,11.586117321541623,8.033290840213246,9.972103854562723,7.825779268604512,8.045366517780955,7.758296513767411,7.905212487033782,7.756923204089097,7.788744429820903,7.526303606206455,13.035635936720992,10.221973721398662,13.57984624269199,9.50560515637189,12.77798675286949,9.363041821135702,13.119202148359332,9.14558830285345,13.56171753888727,7.759302333428369,8.335850335812943,9.204578479968047,10.490840851027624,10.492003369236524,10.75987154304466,8.196995479296499,13.404396516762972,13.151111700334246,12.00565261691775,8.996716389034933,10.21429483280102,8.626231040674517,11.932236901671038,8.666355393045222,13.024317254863698,8.34655362279963,12.994563814545987,8.383937523716968,12.97275546902613,8.200403321393976,12.628245025313342,8.585003827330933,12.496421902645649,10.29135491039127,12.85962213744759,8.122853872513534,12.749433704565892,9.766807151302922,13.460353501260736,9.918007501144409,13.558181519860028,9.800319146812845,13.480297945093955,8.751503890686541,13.57134973219276,12.57221229897943,13.23272520420254,8.67502197647671,12.408260736043086,10.106248850193628,12.709068730534105,10.370752784255211,11.268694039597191,9.37063074395573,12.637129747233,7.769117142410913,9.98581348119922,9.910626242432084
43427_at,7.524330143427482,9.208724523081042,9.645127004908796,5.602052986863092,10.994820115648706,7.105342840286223,10.728796353649123,10.756781465453296,10.612757941711012,10.12571050334079,10.815687494659148,8.436703214869079,6.337525570452244,4.7951227436900234,11.021937714825368,5.878624810280939,11.385921703030434,10.248283397598058,10.137247340664668,5.552908822391349,11.205457273669214,8.920939342841207,10.400954130097718,6.678438167904125,8.682021928561982,9.156985584699974,9.145190871113355,6.927540949589466,10.528874062411614,6.099903213403817,11.409316677864227,7.685722943157351,11.307212195797064,5.352006336907545,11.720573466479964,10.160879861839303,12.234691713623915,9.180185165580165,11.3451169006787,9.305514592326263,10.842421062025664,10.437034186765368,11.68771247710665,6.463349441000992,11.39311690940391,10.523522751854756,11.1526017440192,8.7384875106712,10.893028439707736,4.9839375752636705,10.876171579288863,5.809959725178355,12.636060391089618,6.683794688951155,12.408289930752323,6.915724049268967,11.3524848869497,8.880079377877195,11.905593841669267,6.852885262692584,11.2494868217645,7.255444081707282,11.309902619183516,7.049957427986585,11.31647953512446,9.336881410979217,11.80923354934506,6.8848909234026525,11.282370300423583,9.29094731184614,11.271842327463284,7.484178420379965,11.483085177564964,10.497302989637792,11.298830120197266,7.637284194615947,11.623726058220752,9.493543265083234,10.947951009518738,11.008883769576125,11.136093953495264,6.934634441094905,11.870314625135896,7.3451035910085505,11.615850300021584,7.526374037117394
211719_x_at,5.888979417615721,7.281345877946534,10.890651882730184,12.070094103389168,6.472573875691829,11.133655992691248,6.5857107047249785,6.83613874504428,10.969264192885914,7.732818654198634,9.387541332808294,6.2792539835527315,8.880853854347787,11.889047582839034,7.1084930935015915,12.32395545963164,7.149635357109253,7.522424601437593,7.631191609931104,11.550001200319386,8.648875241365786,11.964748779438311,8.643675841622619,10.516547074253548,6.540434954079254,10.877981919286237,7.954027598279782,11.516576620017675,10.936115235405625,9.542542458655925,11.062747745782186,12.048633315773056,11.496843793304768,11.943031231898482,11.69382232768923,10.818222657179737,10.445646016228553,11.890750667532147,9.528581085783111,10.64469451265325,9.712767716120508,7.381594861316614,11.950679822072006,12.784248357621763,11.562967406205855,12.671777663449769,7.265952534360507,7.799631323387867,7.30312316768571,11.245534880424293,9.486326218479125,9.430745242706177,11.399528945494156,13.52571654819596,7.317285976667407,13.342949689447392,8.746541192972783,13.309362661808985,7.349497976220519,13.134299565422085,10.029052511075092,10.647323504774484,7.592561684926359,13.14533036683818,8.278063758717627,12.06000346102439,10.189799854986305,7.6547362619222445,10.41710355334834,11.791337922763818,11.350690610069176,11.783935410584409,11.54780550025687,11.443720600656578,11.168797455436588,13.06498858119736,11.603872027270162,10.745464248276845,9.61215895171063,10.50332885662666,6.701174750453254,12.664209482496007,11.992177145613873,12.316717103312836,6.551958909310996,10.747278293728892
205478_at,7.161323389614903,6.819259430117637,6.994602350999428,6.693124495825295,9.78036587902329,5.679716541365247,9.263687040130732,6.370603719350443,10.399769243814248,6.441008655984991,10.243709538156162,6.7588761113756135,6.983312871067121,6.767072094473168,10.273923781285822,6.043246064357129,8.438953990748173,6.316440841743506,9.336709616283368,6.902411294472257,9.24891902549097,5.56919029660213,9.001639007134823,6.118874644947736,5.089824381333545,5.308051372672965,7.137257588861555,6.30512237840794,10.493495230754869,6.122473941175644,11.15626008322601,4.764898122814709,11.019604627087086,6.440435671231264,10.57665439905812,8.184523302200873,12.065655105429409,5.869671566246084,10.28608410102149,7.231346000839055,10.33998357957477,9.26715653515618,10.22316910995019,6.226940040709251,10.632404552464624,6.484370181445993,11.290554572687798,7.275053621355568,9.154344726181288,6.402846647575168,9.969314564682955,5.247532616549302,11.161031079809243,6.461448342036479,11.3823214071145,6.796480950822651,7.522322587901778,5.690702030394919,10.473310019495049,7.115324616604849,10.053939453386748,6.4967323662469525,11.1287161325336,5.652773284510777,10.93230334873868,6.557050076113393,11.601998222400686,7.398367473514702,11.344578870345735,7.080753584028807,11.253569789684493,6.247566794591628,11.757540021848714,10.343818629848103,11.024627189956416,8.344504528729512,11.153438030229784,5.617756893597514,7.157862272012812,7.753403969758855,8.69558326566036,9.139592279337164,10.783137395257702,5.955726616766091,10.038205693766274,6.147707617846823
209458_x_at,7.637885521321167,7.309212574606425,12.125252013928852,7.426575068515547,7.789090172239848,7.114273313368032,8.296324328217736,7.198169982306181,10.241542291950344,7.8940173911447316,11.321759019155284,7.76938827410395,7.060749964197846,7.553222248676853,9.34604827259025,7.293949785642953,7.9987427296870335,8.040536314486857,11.597880297250857,7.82647857526462,8.666579084035808,7.0598527623992045,7.436761504736685,7.491452292037365,7.557907833957182,7.443532061683421,7.9237493860213,7.353120353786582,12.741730304776166,8.16690621190358,12.66245253361816,7.134015530058444,11.918285596516627,7.682313442772195,10.864627244689796,7.235114320376357,13.181408526826916,7.39387091823289,7.9083145539976,7.025261397022217,8.344739745802993,7.885897665580852,8.619878817893047,8.230299097592185,12.949682652874111,12.83660467594072,11.17418292771016,8.587792515029097,8.488402535029733,7.83165560229942,11.328411269228896,7.282513939537422,12.058096605312196,7.792978954597213,12.713349995988091,8.27834258796295,12.0534168447575,8.038485567127804,12.012533756553236,8.325683227553233,11.975410938574983,9.616116889521962,11.88381170905919,8.418101379406718,11.53324698426582,8.879754770037014,12.983118308250695,8.621246028709603,12.689727222369754,8.138369085998564,13.15623479785027,7.914588440653793,12.57130943487218,12.085196906663594,12.80854594182722,8.929356064688342,11.402175358855835,7.780808761138715,12.31499384697079,8.988761363407951,8.679293592725681,9.190772868537884,12.238915205404789,7.963109936234612,9.707514437780702,8.981784169304781
206201_s_at,3.7952370589569497,7.813338696885232,7.522314740407927,3.849178630878617,8.020329954893802,3.720169000151831,4.637476936250079,5.356893844824752,8.032051238649185,6.351647761825365,8.196587373707654,4.237762549352022,5.291445165229641,3.185520891249014,4.974015283756472,3.5734957154956093,6.469010067457551,5.192103402072928,5.247414885983263,3.566620346591921,8.084064264788475,4.080896387453379,7.908920961743633,3.453811224358168,3.571519063453668,3.8334163752704935,7.436286790167274,3.312366033068299,8.855105177699038,3.4832482593378917,8.982283457140813,3.8080039887969384,10.216515493537328,6.6959938131099,10.328069002807611,7.1339539014443725,9.250490290693913,7.926545071703013,9.121989305885664,7.725809309421786,7.9789506499798915,7.2523721334826705,10.189206834597025,7.18802500894488,9.467163300350766,9.187696002374691,7.728920467197979,4.605565447530672,7.34095386556556,3.4712134780972117,9.30032281373205,6.7684887145529,10.12972091147675,4.500993210230004,9.092006532884694,4.479398727835369,6.9761688495874745,6.689047505732645,9.318246783953771,4.3554955789526515,7.530601414516833,8.173717106521417,9.020196588636813,4.601238917071332,7.34090047229605,5.829537550914891,8.400256125687747,3.9278774957193607,8.559839749534168,5.111786692731468,8.163186731847272,5.48944980996022,7.090207713804098,7.602208914962836,8.242426254683513,5.097029219385861,9.204160284451357,5.352098174315918,6.422636683484046,9.256642729341404,4.912132471121142,5.445054586705259,8.668466648399333,5.242766352638227,6.314518896487926,6.414206583288946
200750_s_at,5.070174625154059,9.839795864551762,5.158950946834522,9.55447757569437,5.336790384649439,9.072151366451708,5.923821869197612,7.908710849304119,9.023898477016942,5.755501852559993,8.988025667674682,6.778182287983635,10.358684163845505,10.88500993863701,5.970878956486989,10.275519277237503,5.803914116496678,8.58083892113026,8.612293515738246,10.946906274456396,5.471795501696222,9.876216097934996,5.909153850632047,4.675002916193927,8.16864203555884,9.602921514595169,10.065968063587936,9.597100938462717,9.650696356853508,9.77752327810174,9.32803533287134,10.249231993040066,9.716178121003368,11.470450435830235,9.390779446078222,4.5615583177340016,10.321048684624284,8.61431599349954,8.976418056572943,9.389080611823973,8.854086062211795,9.169534218614508,11.13767001836408,11.59791753205433,10.77050697994322,11.005905201862964,7.919947831537943,5.974403117035926,6.873604061307561,9.93196369823539,9.328019619965492,11.305315078221357,10.418327007585749,11.938326228892388,9.751517280278328,11.92686302706818,9.720105711862512,10.687786823556252,5.828875259594331,9.072858794535168,7.28318097894557,10.438833428205154,9.931931205735856,11.089357785478237,9.089664982467394,10.702718139188256,10.121378101963016,12.004522459473655,9.950706063652632,10.568450194623372,10.303175693808203,10.898699629399568,9.97995387226646,10.659237787975488,10.81243404708044,11.21459840341267,9.942850215427704,11.344345846495225,6.567387248724691,6.714588975599155,5.866299722830076,6.1914797438859885,11.47083170243746,12.019013812982266,5.539413199417147,11.167499687160076
32128_at,4.662758085041791,4.683151832381257,6.326361170973305,5.584262022477726,5.557878739815314,6.057287797377614,5.5064178743669405,5.830762369138596,7.259686778603005,3.8577919399424663,9.737269317125806,5.868987953751649,4.278207827223033,5.460906348207246,7.385543204098163,8.929116351670027,5.803113352547253,4.751667235216932,8.243354904179657,4.901605471874607,4.6248553917872774,6.888633672961838,5.990671283975266,8.051953891700306,5.014417784601866,8.885360823845874,7.827469738380489,8.762112909871316,7.287620044112067,10.043997870285912,7.50747752951693,7.521639696197543,9.879730268367714,9.443865613871418,10.434836694516775,8.835264077233862,10.500403727578805,10.52596118473206,7.318099878398882,5.819647748577782,9.362167396060054,7.161081482277184,4.9235580604739795,8.455709422205413,10.495225458878789,12.200650371495414,9.19851625357767,9.933942883262151,5.662174161150828,8.495299422378375,7.029220958114248,5.084736118397393,10.370698303254292,6.8004340218240795,4.947334195898516,9.369261441664989,9.56540106139934,7.547503811975964,5.330038448540553,8.716325620226025,9.199635540922005,8.029408711961866,6.0922137820165405,6.768316676049061,9.54321166244869,5.163321604831197,6.4298050754025144,5.948425639108456,8.016663453887581,8.445006566389624,9.399521468904409,5.109322945196141,9.388512453879882,6.212971976664168,10.147052250722192,12.208295333172996,8.94411465723276,5.291865052273666,7.861440555624331,9.361421853473862,4.708402465208658,5.971842408023236,10.642972268333596,5.553326708975618,4.416630346819336,9.595442119677417
215379_x_at,10.180282152562604,11.018144528943756,6.656296141249272,6.934457528215913,7.040454121349624,8.510669237636446,5.470120330079598,8.37057843780978,10.36766591776923,9.705815520257817,6.1404596573287495,9.081067946010023,9.982779720647292,9.426648443781296,5.9510935087722565,12.359733091106856,6.257129454560995,8.36035549672707,7.0045238639453,6.77044586185115,6.097937304260696,10.029287226968243,7.35402011959809,9.19137264886499,9.342863599766304,9.664868564653244,10.934169998509772,7.506097286400789,8.595913865598412,10.082295432869646,7.4191849158974925,10.73393896108949,5.821748475534428,9.346316484876253,7.349418358509414,6.816356506426299,5.316963906538887,10.077777073288276,8.835778837663911,11.593082941422656,5.589230166416595,10.153007276662205,9.505759957300857,12.30093306821026,5.676543868231279,10.077870515976857,8.491267884664927,10.357661961939954,11.4886535808478,11.41265452194556,8.105038963902391,10.89900187050952,8.238371298986245,7.222640363239703,6.224983723526016,11.27302626752686,6.007372687208828,9.769811402240911,6.415775564556979,11.346197901295945,9.746910629947951,10.63772978002146,5.98274036804938,11.451056529082296,6.028871891908255,10.648213754774206,7.642246687339685,10.949133642244073,9.796399831907362,11.548788200236904,9.218362225648056,11.204344941277268,5.866524757731524,11.163184215440442,11.486090861498136,12.502215220965622,9.240345339310508,11.365792035707178,6.957636059189918,8.887165770686247,6.929601655236419,9.16658239519777,5.3792466555658915,11.29537291365216,10.457021699752977,10.800948420238049
